tx_id,stripe_payment_intent,worker_id,date,amount_sent,currency_sent,amount_received,currency_received,exchange_rate,destination_country,status
FX-004265,pi_d6f6ab26ffe58391d5d38bbd,WRK-000354,2024-10-08,32.45,TRY,0.84,EUR,38.4791,DE,completed
FX-004266,pi_fa436b3a702662b956e4232a,WRK-000354,2024-10-03,34.04,TRY,0.9,EUR,38.0082,DE,completed
FX-004267,pi_4f62d79218d2f547d7bb3998,WRK-000354,2024-11-25,69.25,TRY,1.88,EUR,36.8237,DE,completed
FX-004268,pi_76592bd895d9fb5601d0cb5e,WRK-000354,2025-02-14,66.67,TRY,1.69,EUR,39.4156,DE,completed
FX-004269,pi_5b63d4d608d729a2a22a21ed,WRK-000354,2025-02-25,67.39,TRY,1.78,EUR,37.8179,DE,completed
FX-004270,pi_b3b914ffdf19aa7ef805b578,WRK-000354,2025-03-11,66.24,TRY,1.66,EUR,39.82,DE,completed
FX-004271,pi_4a3cfb3ba048dea31c7d9e73,WRK-000354,2025-03-12,51.6,TRY,1.37,EUR,37.7992,DE,completed
FX-004272,pi_874de4508b53bd780b3bfdcd,WRK-000354,2025-06-10,70.31,TRY,1.84,EUR,38.2297,DE,completed
FX-004273,pi_a52b8ddad3692b42ff5f91a4,WRK-000354,2025-07-28,59.69,TRY,1.5,EUR,39.8162,DE,completed
FX-004274,pi_c15437270d9095eacb65c9c7,WRK-000354,2025-10-03,44.87,TRY,1.16,EUR,38.7605,DE,completed
FX-004275,pi_3b457b0fad1d7b6e7f067112,WRK-000354,2025-11-16,53.95,TRY,1.36,EUR,39.696,DE,completed
FX-004276,pi_6f937e1a985f3d09130fbaee,WRK-000354,2025-12-12,67.51,TRY,1.79,EUR,37.7788,DE,pending
FX-004277,pi_87ec1b6288bcd08776d632c8,WRK-000354,2025-12-19,77.99,TRY,2.12,EUR,36.7734,DE,completed
FX-004278,pi_63bd112a9309bb5d78398110,WRK-000354,2026-02-21,54.09,TRY,1.44,EUR,37.6153,DE,completed
FX-004279,pi_7346710e5c45e74df4fca19e,WRK-000363,2024-09-03,21.45,EUR,854.63,TRY,39.8427,TR,completed
FX-004280,pi_9150dbd752f41c78e1c9dbf7,WRK-000363,2024-10-04,13.79,EUR,507.49,TRY,36.8014,TR,completed
FX-004281,pi_d10c406fde61ff720d277a3a,WRK-000363,2024-11-17,10.2,EUR,379.77,TRY,37.232,TR,completed
FX-004282,pi_2edd3b3f1ba83cfdb130f567,WRK-000363,2024-12-25,14.14,EUR,563.73,TRY,39.8678,TR,completed
FX-004283,pi_bfa9314fee60628785df27a6,WRK-000363,2024-12-25,14.12,EUR,570.36,TRY,40.3939,TR,completed
FX-004284,pi_98590a7907727ebb6aea5376,WRK-000363,2024-12-17,20.35,EUR,773.36,TRY,38.0028,TR,completed
FX-004285,pi_7a0271f89f42ee65d10fe1b9,WRK-000363,2025-02-25,13.32,EUR,503.81,TRY,37.8237,TR,completed
FX-004286,pi_1371310d9034a5a484496410,WRK-000363,2025-02-14,18.49,EUR,680.58,TRY,36.808,TR,completed
FX-004287,pi_6afd6c338a783a444969e109,WRK-000363,2025-02-03,16.64,EUR,628.97,TRY,37.7984,TR,completed
FX-004288,pi_068fa3920632e236c531d18c,WRK-000363,2025-05-13,19.93,EUR,747.02,TRY,37.4822,TR,completed
FX-004289,pi_adf0dea37fd84b8a3837c753,WRK-000363,2025-06-08,19.45,EUR,765.86,TRY,39.3758,TR,completed
FX-004290,pi_9baaa6bdf6fffb0dd22fc99d,WRK-000363,2025-11-25,14.65,EUR,577.63,TRY,39.4287,TR,pending
FX-004291,pi_d2b04fec9f74c2c1537c7926,WRK-000363,2025-12-14,18.51,EUR,683.14,TRY,36.9068,TR,completed
FX-004292,pi_02ec68d33706af571fec2071,WRK-000363,2025-12-09,18.58,EUR,705.35,TRY,37.9629,TR,completed
FX-004293,pi_cc3f697f58d920e38112486c,WRK-000363,2026-01-22,21.57,EUR,842.25,TRY,39.0473,TR,completed
FX-004294,pi_cc881df09c33d3835e1dc021,WRK-000364,2025-05-06,19.28,TRY,0.5,EUR,38.7099,DE,completed
FX-004295,pi_ee476409e11d6860308087df,WRK-000364,2025-05-02,10.46,TRY,0.26,EUR,39.5339,DE,completed
FX-004296,pi_480bc3fc3e0609234c81f48a,WRK-000364,2025-06-07,19.13,TRY,0.52,EUR,36.6343,DE,completed
FX-004297,pi_cd4e16e1dbcc096d25da484b,WRK-000364,2025-06-19,15.97,TRY,0.42,EUR,37.6297,DE,completed
FX-004298,pi_b558726d472215fa2efb426e,WRK-000364,2025-07-01,16.72,TRY,0.43,EUR,39.0026,DE,completed
FX-004299,pi_f6161b712d424830444ef5ae,WRK-000364,2025-08-20,22.17,TRY,0.6,EUR,37.0709,DE,completed
FX-004300,pi_3a8d5de415c772db2092a3bd,WRK-000364,2025-09-23,22.24,TRY,0.59,EUR,37.4575,DE,completed
FX-004301,pi_ee8acc4d480e8a7dd0956eaf,WRK-000367,2025-04-05,34.21,TRY,0.9,EUR,38.1514,DE,completed
FX-004302,pi_dac847f7431c0c5466a3d934,WRK-000367,2025-04-24,35.07,TRY,0.9,EUR,39.0443,DE,completed
FX-004303,pi_49f30229e2c2732d2da7f0e7,WRK-000367,2025-04-13,16.93,TRY,0.45,EUR,37.8463,DE,completed
FX-004304,pi_c9f7bcd62b25a8664736bdc7,WRK-000367,2025-05-04,30.88,TRY,0.77,EUR,40.339,DE,completed
FX-004305,pi_5a91f9dcd17554413dbb4a5e,WRK-000367,2025-06-17,40.54,TRY,1.07,EUR,37.9814,DE,completed
FX-004306,pi_1a2f41e627efd356a4d37217,WRK-000367,2025-06-15,16.38,TRY,0.43,EUR,38.3251,DE,completed
FX-004307,pi_6165560c311ffc32ced60f3b,WRK-000367,2025-06-18,29.66,TRY,0.74,EUR,40.1171,DE,failed
FX-004308,pi_538291ecd25d56da1772d3b5,WRK-000367,2025-07-28,29.1,TRY,0.77,EUR,37.7152,DE,completed
FX-004309,pi_3523d9463523f0299d23e40d,WRK-000367,2025-07-25,30.03,TRY,0.81,EUR,37.2011,DE,completed
FX-004310,pi_bf7e9e0b8251fac638c5bdf9,WRK-000367,2025-08-08,30.56,TRY,0.78,EUR,38.9394,DE,pending
FX-004311,pi_916dba40ef977459cb572f04,WRK-000367,2025-10-12,30.67,TRY,0.81,EUR,37.8522,DE,completed
FX-004312,pi_4a92e1b139a0198e4541fdd5,WRK-000367,2025-10-25,22.63,TRY,0.59,EUR,38.098,DE,completed
FX-004313,pi_56e48f3660e3c13606285254,WRK-000367,2025-10-05,35.57,TRY,0.89,EUR,40.1692,DE,completed
FX-004314,pi_0f50167dc7dc5bd64877c497,WRK-000367,2025-11-23,17.58,TRY,0.46,EUR,38.1917,DE,completed
FX-004315,pi_b72eb8c76475988015497fe3,WRK-000367,2026-01-23,28.01,TRY,0.71,EUR,39.4969,DE,completed
FX-004316,pi_1825a740529ff37778e583ab,WRK-000367,2026-01-11,27.62,TRY,0.75,EUR,36.752,DE,completed
FX-004317,pi_903716a71d7ff4fd63427d33,WRK-000367,2026-02-16,36.87,TRY,0.93,EUR,39.787,DE,completed
FX-004318,pi_b12345abdaf40cc6d0f5d4d6,WRK-000367,2026-02-20,36.48,TRY,0.98,EUR,37.2964,DE,completed
FX-004319,pi_b1f40155cdcf55e1611d4a72,WRK-000367,2026-02-20,17.78,TRY,0.45,EUR,39.8332,DE,pending
FX-004320,pi_246ba6f72757da21cf9ea871,WRK-000375,2025-01-16,24.65,TRY,0.66,EUR,37.5941,DE,completed
FX-004321,pi_49efa64a1351941193cd9041,WRK-000375,2025-02-01,16.92,TRY,0.43,EUR,39.224,DE,completed
FX-004322,pi_820ecb9369018a13da7135a6,WRK-000375,2025-05-16,24.85,TRY,0.63,EUR,39.2201,DE,completed
FX-004323,pi_7471d4e9aa6328322930014c,WRK-000375,2025-10-01,14.26,TRY,0.38,EUR,37.4635,DE,completed
FX-004324,pi_03b7a273f0cfc2b9a320474a,WRK-000375,2025-10-14,24.19,TRY,0.6,EUR,40.1011,DE,completed
FX-004325,pi_e495bd3657b1be27b4989d5c,WRK-000375,2025-11-20,17.14,TRY,0.45,EUR,37.9139,DE,completed
FX-004326,pi_87cca2a025677fe5f40a1639,WRK-000375,2025-11-11,23.33,TRY,0.63,EUR,36.9829,DE,pending
FX-004327,pi_352acd052f8a2c1bb5743e97,WRK-000375,2025-12-28,24.85,TRY,0.64,EUR,38.5396,DE,failed
FX-004328,pi_f8e93330de402a098b212674,WRK-000375,2025-12-06,25.18,TRY,0.67,EUR,37.7933,DE,completed
FX-004329,pi_c48b65156c2e403bd69a51b2,WRK-000375,2026-02-05,23.05,TRY,0.57,EUR,40.3008,DE,completed
FX-004330,pi_36b5bc8cbefe4e114d0c3152,WRK-000375,2026-02-08,19.28,TRY,0.48,EUR,40.2294,DE,completed
FX-004331,pi_b099d672e631d4b83b384825,WRK-000381,2025-04-28,35.36,TRY,0.96,EUR,36.9252,DE,completed
FX-004332,pi_36d7c523afcb8e69bd066470,WRK-000381,2025-05-10,52.04,TRY,1.36,EUR,38.3733,DE,completed
FX-004333,pi_1adb4c45170f1f6d9b488c40,WRK-000381,2025-05-08,56.26,TRY,1.51,EUR,37.1534,DE,completed
FX-004334,pi_8a7443522fc2481dabe60d23,WRK-000381,2025-10-20,24.99,TRY,0.63,EUR,39.4267,DE,completed
FX-004335,pi_64855e4cf105e051c5524e81,WRK-000381,2025-11-07,41.3,TRY,1.1,EUR,37.4189,DE,completed
FX-004336,pi_8eb4527ff21afaaf425676b4,WRK-000382,2025-03-24,48.69,TRY,1.29,EUR,37.6522,DE,completed
FX-004337,pi_4cf9516e98447a0097f60968,WRK-000382,2025-03-12,57.8,TRY,1.43,EUR,40.3063,DE,completed
FX-004338,pi_979a7b5451c37fb66840cf1b,WRK-000382,2025-03-04,35.1,TRY,0.92,EUR,38.2096,DE,completed
FX-004339,pi_c4091ca4efc3cae980ec6c13,WRK-000382,2025-11-01,55.79,TRY,1.52,EUR,36.6885,DE,completed
FX-004340,pi_5942f94558877f6668502509,WRK-000382,2025-11-01,64.89,TRY,1.64,EUR,39.6032,DE,completed
FX-004341,pi_e77f7c7371329f2ed3a74c77,WRK-000382,2025-12-10,35.7,TRY,0.9,EUR,39.563,DE,completed
FX-004342,pi_be89f92483fa568dc00a70cb,WRK-000382,2026-01-04,52.57,TRY,1.36,EUR,38.5333,DE,completed
FX-004343,pi_ec6f520b655ee6b84ff72570,WRK-000384,2024-10-22,17.98,EUR,713.05,TRY,39.6581,TR,completed
FX-004344,pi_29f4f1cc4979cf3002651de6,WRK-000384,2025-03-23,16.01,EUR,598.32,TRY,37.3714,TR,completed
FX-004345,pi_3f38d1401c1fd55d76b21183,WRK-000384,2025-06-07,13.67,EUR,551.77,TRY,40.3637,TR,completed
FX-004346,pi_480f7a51a67e487f35a52cf6,WRK-000384,2025-06-25,26.64,EUR,1057.79,TRY,39.7068,TR,completed
FX-004347,pi_fa8dc2759d3256c1d47792dc,WRK-000384,2025-09-25,31.39,EUR,1230.32,TRY,39.1947,TR,completed
FX-004348,pi_1e0351d3733aa58d81c78cd6,WRK-000384,2025-11-08,24.67,EUR,910.72,TRY,36.9159,TR,completed
FX-004349,pi_cff807529ba48020de23c918,WRK-000384,2026-01-13,17.68,EUR,699.56,TRY,39.5677,TR,completed
FX-004350,pi_273b2747d4e504cfbd9eff8a,WRK-000385,2025-07-02,19.6,TRY,0.54,EUR,36.5842,DE,completed
FX-004351,pi_6f4493309976f6df99267d36,WRK-000385,2025-07-09,19.78,TRY,0.51,EUR,38.8718,DE,completed
FX-004352,pi_1d0bfb17311800305eb9eb55,WRK-000385,2025-08-11,20.88,TRY,0.56,EUR,37.0639,DE,completed
FX-004353,pi_1fa1c00e4fbb04d9499476d9,WRK-000385,2025-12-23,16.91,TRY,0.44,EUR,38.6032,DE,failed
FX-004354,pi_8b07f3af2d18cfb553e8d2a7,WRK-000386,2024-09-03,15.55,TRY,0.4,EUR,39.1991,DE,completed
FX-004355,pi_a4a044b4069c1b2bd88b6f86,WRK-000386,2024-10-06,17.0,TRY,0.46,EUR,36.6475,DE,completed
FX-004356,pi_6bf01923be9ba155581f5625,WRK-000386,2024-10-22,14.99,TRY,0.4,EUR,37.3848,DE,completed
FX-004357,pi_ab13353e788ad98dc2220458,WRK-000386,2024-10-17,11.46,TRY,0.3,EUR,37.8776,DE,completed
FX-004358,pi_80aa2d0eac397c25d113abee,WRK-000386,2024-12-02,9.82,TRY,0.26,EUR,38.0015,DE,completed
FX-004359,pi_f6f560e80ac8db516f6589eb,WRK-000386,2025-01-10,15.62,TRY,0.43,EUR,36.6926,DE,completed
FX-004360,pi_d73cf36b60463801979d8301,WRK-000386,2025-03-19,11.86,TRY,0.32,EUR,37.5175,DE,completed
FX-004361,pi_b5a56286d21787b5a9d4d863,WRK-000386,2025-03-23,9.93,TRY,0.26,EUR,37.5409,DE,completed
FX-004362,pi_54dfdfb604c6beda194d21fc,WRK-000386,2025-04-20,16.63,TRY,0.44,EUR,37.8692,DE,completed
FX-004363,pi_e250aef24b4284f782663270,WRK-000386,2025-04-19,15.27,TRY,0.4,EUR,37.934,DE,completed
FX-004364,pi_619e7ebdcfb82522713e4ba4,WRK-000386,2025-06-17,13.11,TRY,0.33,EUR,39.139,DE,completed
FX-004365,pi_1c9d770fff9c2e5e3f18c4ea,WRK-000386,2025-06-03,12.41,TRY,0.31,EUR,40.355,DE,completed
FX-004366,pi_00a9c59303c0d7af81378e25,WRK-000386,2025-06-16,14.02,TRY,0.37,EUR,37.7321,DE,completed
FX-004367,pi_2e8d73a7f087e3256228edff,WRK-000386,2025-09-21,14.42,TRY,0.37,EUR,38.8628,DE,completed
FX-004368,pi_7ac4661d6d57574c73165fda,WRK-000386,2025-10-27,13.16,TRY,0.34,EUR,38.7094,DE,completed
FX-004369,pi_9a59a1f4791b89bfaabdda00,WRK-000386,2025-10-12,15.9,TRY,0.42,EUR,37.6454,DE,completed
FX-004370,pi_a9b6957f172f66bfaa5b063b,WRK-000386,2025-11-13,8.0,TRY,0.21,EUR,37.3855,DE,completed
FX-004371,pi_2722173a8bd286c88da700fe,WRK-000386,2025-11-09,9.46,TRY,0.24,EUR,39.1204,DE,completed
FX-004372,pi_5034645b6b18bd6cc34fa4a7,WRK-000386,2025-11-09,16.98,TRY,0.44,EUR,38.3698,DE,completed
FX-004373,pi_16774f9d5a4077873ebe62bc,WRK-000386,2025-12-04,13.81,TRY,0.36,EUR,38.291,DE,completed
FX-004374,pi_f1fef0a03208c3c96651d7ba,WRK-000386,2026-01-15,17.21,TRY,0.46,EUR,37.3177,DE,completed
FX-004375,pi_50df45326b85ef3081f0afec,WRK-000386,2026-02-07,9.34,TRY,0.24,EUR,38.5097,DE,completed
FX-004376,pi_cb3506b8b757831ef339fea7,WRK-000391,2024-12-04,17.63,TRY,0.47,EUR,37.8982,DE,completed
FX-004377,pi_d5e9ef7742239ed06f8b7093,WRK-000391,2025-01-26,10.45,TRY,0.26,EUR,39.8882,DE,completed
FX-004378,pi_1830cbaaf5c8695cca21a0c9,WRK-000391,2025-02-11,15.25,TRY,0.4,EUR,37.8948,DE,completed
FX-004379,pi_00a0abf70c87b5bd67597f0e,WRK-000391,2025-03-21,12.79,TRY,0.34,EUR,37.1369,DE,completed
FX-004380,pi_9d1cac52dbc56266c9cf0aa3,WRK-000391,2025-05-26,11.54,TRY,0.29,EUR,39.2403,DE,completed
FX-004381,pi_3a719478cf05d5bf5ea023a8,WRK-000391,2025-05-26,17.64,TRY,0.44,EUR,40.0756,DE,completed
FX-004382,pi_0af1aed2cff1ccb721ffaf99,WRK-000391,2025-05-25,9.68,TRY,0.26,EUR,36.6281,DE,completed
FX-004383,pi_7dac6aff996d2103e4c2a968,WRK-000391,2025-07-14,15.91,TRY,0.4,EUR,39.8807,DE,completed
FX-004384,pi_5c9faece5c50278820387b6d,WRK-000391,2025-07-15,10.56,TRY,0.27,EUR,38.4969,DE,completed
FX-004385,pi_54ab7a1e5fda53f0e5f54c29,WRK-000391,2025-09-04,17.12,TRY,0.46,EUR,37.4243,DE,completed
FX-004386,pi_4c345158be020cae9e011b78,WRK-000391,2025-10-25,11.03,TRY,0.27,EUR,40.3589,DE,completed
FX-004387,pi_e27277c8edc8c8a8be8982c2,WRK-000391,2025-12-21,15.06,TRY,0.39,EUR,38.9038,DE,completed
FX-004388,pi_516751186017222bd86b66f4,WRK-000391,2026-01-26,17.26,TRY,0.44,EUR,39.4363,DE,completed
FX-004389,pi_4a8abbd888a42f46a3530291,WRK-000391,2026-02-03,15.11,TRY,0.38,EUR,39.4811,DE,completed
FX-004390,pi_e92f505f0e5616e73119227b,WRK-000391,2026-02-20,15.76,TRY,0.42,EUR,37.7356,DE,completed
FX-004391,pi_8f1793e672c9eea2f6cc18a8,WRK-000393,2025-02-16,24.39,TRY,0.6,EUR,40.4025,DE,completed
FX-004392,pi_7b7d0931aa1c2bf23c05d6b4,WRK-000393,2025-02-06,16.47,TRY,0.42,EUR,39.6771,DE,pending
FX-004393,pi_754a252b34dbee836f8d8b96,WRK-000393,2025-02-22,39.76,TRY,1.08,EUR,36.7753,DE,completed
FX-004394,pi_66be02fb4b78c610b4f6f1e0,WRK-000393,2025-04-25,18.99,TRY,0.52,EUR,36.7579,DE,completed
FX-004395,pi_3c549b12fa429da3cf265e8a,WRK-000393,2025-04-16,27.6,TRY,0.7,EUR,39.4354,DE,pending
FX-004396,pi_dd20951511d8d6c98cf884dd,WRK-000393,2025-05-03,22.01,TRY,0.57,EUR,38.6154,DE,completed
FX-004397,pi_92c4e4e6e5930a4fd0dc3d94,WRK-000393,2025-05-28,24.84,TRY,0.64,EUR,38.7375,DE,completed
FX-004398,pi_6908ce13b2a3ce02064b9199,WRK-000393,2025-06-23,40.56,TRY,1.09,EUR,37.0997,DE,completed
FX-004399,pi_61a7bdcdd1ff803094b01bfa,WRK-000393,2025-08-19,17.2,TRY,0.46,EUR,37.2835,DE,completed
FX-004400,pi_bd830dc1e1e5b5add88e3c5e,WRK-000393,2025-08-20,18.01,TRY,0.48,EUR,37.2082,DE,completed
FX-004401,pi_7c8ba3f36bc5fd09114fdd0c,WRK-000393,2025-10-06,37.15,TRY,0.97,EUR,38.1216,DE,completed
FX-004402,pi_569cfcd82893bb87cb087054,WRK-000393,2025-10-19,37.9,TRY,1.0,EUR,37.9323,DE,completed
FX-004403,pi_94a6d8b0f8d64f672fed21a8,WRK-000394,2025-01-15,18.75,EUR,744.73,TRY,39.719,TR,completed
FX-004404,pi_ee4d7fc89fc688c3e91aa6ce,WRK-000394,2025-02-07,33.98,EUR,1266.13,TRY,37.2611,TR,completed
FX-004405,pi_fd1425f170f7d96343dfc326,WRK-000394,2025-02-15,32.57,EUR,1297.49,TRY,39.8369,TR,completed
FX-004406,pi_c4a729803b1a5ae76df6f65b,WRK-000394,2025-03-14,19.58,EUR,774.42,TRY,39.5514,TR,completed
FX-004407,pi_9cc885a24108a4bff15470fe,WRK-000394,2025-04-10,16.64,EUR,662.46,TRY,39.8113,TR,completed
FX-004408,pi_b80640b9f62f467090abacc7,WRK-000394,2025-05-12,15.98,EUR,595.48,TRY,37.264,TR,completed
FX-004409,pi_f51b6e5f20bb75f54f95469f,WRK-000394,2025-06-11,32.37,EUR,1284.83,TRY,39.6919,TR,completed
FX-004410,pi_924e337c0aba8737aaa5c84f,WRK-000394,2025-08-24,20.04,EUR,753.81,TRY,37.6154,TR,completed
FX-004411,pi_59901d972b1f5cfd907a4945,WRK-000394,2025-09-02,30.58,EUR,1191.92,TRY,38.9772,TR,completed
FX-004412,pi_9bec58a0b8f5e00bb51998a2,WRK-000394,2025-09-20,19.68,EUR,763.06,TRY,38.7736,TR,completed
FX-004413,pi_b8b8bf642d68e4f98cfcf1a3,WRK-000394,2025-10-11,14.99,EUR,595.07,TRY,39.6975,TR,completed
FX-004414,pi_3152145cc6dec043bbfca786,WRK-000394,2025-10-21,21.08,EUR,785.62,TRY,37.2685,TR,completed
FX-004415,pi_588fc8e12bfc03face6f33da,WRK-000394,2026-01-12,20.58,EUR,772.79,TRY,37.5504,TR,completed
FX-004416,pi_787697e476017eabf4af40d4,WRK-000397,2025-01-23,15.38,TRY,0.41,EUR,37.4766,DE,completed
FX-004417,pi_ed7f2cfa77ad8aa4d5bbe7ee,WRK-000397,2025-01-18,14.4,TRY,0.38,EUR,37.5511,DE,completed
FX-004418,pi_b26e1ddd2eb3b1a8a1a8a642,WRK-000397,2025-03-10,10.58,TRY,0.28,EUR,37.5591,DE,completed
FX-004419,pi_a776fda79314213e7a934c95,WRK-000397,2025-03-23,13.55,TRY,0.37,EUR,36.8405,DE,completed
FX-004420,pi_a5446bec5c735ce360b477fb,WRK-000397,2025-05-01,12.83,TRY,0.32,EUR,39.8969,DE,completed
FX-004421,pi_71de9756c7b29d9688b54509,WRK-000397,2025-07-04,15.78,TRY,0.42,EUR,37.7116,DE,completed
FX-004422,pi_f8555d6a8b6750e189782fd1,WRK-000397,2025-12-13,20.47,TRY,0.54,EUR,38.2399,DE,completed
FX-004423,pi_eb8e6a2efe1c3e6db0f642aa,WRK-000397,2025-12-26,12.38,TRY,0.31,EUR,40.2089,DE,completed
FX-004424,pi_cf9f9d2d1f780ca681b0be65,WRK-000397,2026-02-28,13.93,TRY,0.37,EUR,37.5164,DE,completed
FX-004425,pi_18603a93de2072237c18d80e,WRK-000397,2026-02-16,12.43,TRY,0.31,EUR,40.1413,DE,completed
FX-004426,pi_44315ede31e2f3c4c6fec3bc,WRK-000397,2026-02-09,12.39,TRY,0.33,EUR,37.2558,DE,completed
FX-004427,pi_7b993008c38599c0449a2f04,WRK-000398,2024-10-13,15.77,EUR,588.93,TRY,37.3449,TR,pending
FX-004428,pi_3cc77a3d7a64e6f4957b9405,WRK-000398,2024-11-11,11.48,EUR,448.02,TRY,39.0261,TR,completed
FX-004429,pi_ed581c6374ce2d2e0bcf0533,WRK-000398,2024-12-22,18.49,EUR,694.82,TRY,37.5782,TR,completed
FX-004430,pi_f32b02bcd2c11bb36de92ccf,WRK-000398,2025-01-21,19.08,EUR,729.28,TRY,38.222,TR,completed
FX-004431,pi_a931677fcb277e9e8b0e19c3,WRK-000398,2025-01-09,18.81,EUR,731.77,TRY,38.9034,TR,completed
FX-004432,pi_c676ebdc8b755277b73703f9,WRK-000398,2025-03-10,18.19,EUR,710.13,TRY,39.0395,TR,completed
FX-004433,pi_7e514c217c6f8c29a8ecdfca,WRK-000398,2025-04-09,9.21,EUR,354.68,TRY,38.5108,TR,completed
FX-004434,pi_30b174b4a4156c2d7763bc66,WRK-000398,2025-04-09,12.09,EUR,456.93,TRY,37.7941,TR,completed
FX-004435,pi_1d3cec7a122ea44c0d0886e7,WRK-000398,2025-06-13,18.35,EUR,741.47,TRY,40.4073,TR,completed
FX-004436,pi_6cfe458ab96f6f6952a0ea16,WRK-000398,2025-07-23,8.62,EUR,330.85,TRY,38.3812,TR,completed
FX-004437,pi_fbf24c389586ff4d1b7c258b,WRK-000398,2025-08-18,12.61,EUR,481.27,TRY,38.1657,TR,completed
FX-004438,pi_0751b74a584239d731eed7d2,WRK-000398,2025-09-09,12.79,EUR,496.69,TRY,38.8341,TR,pending
FX-004439,pi_18b0bbed48226b32045dc6bb,WRK-000398,2025-10-19,9.55,EUR,366.54,TRY,38.381,TR,completed
FX-004440,pi_30488794f308f9ee802688d1,WRK-000398,2025-10-26,17.11,EUR,663.64,TRY,38.7866,TR,completed
FX-004441,pi_be662c2301447f42ea23d20a,WRK-000398,2026-01-03,14.53,EUR,538.32,TRY,37.049,TR,completed
FX-004442,pi_c495a23aa52571bde256e9ea,WRK-000398,2026-02-06,14.09,EUR,551.51,TRY,39.1421,TR,completed
FX-004443,pi_22ada93905cff505392875ad,WRK-000398,2026-02-07,13.01,EUR,491.98,TRY,37.8153,TR,completed
FX-004444,pi_14e0dacae624b6ab8de45722,WRK-000398,2026-02-05,14.5,EUR,578.61,TRY,39.9038,TR,completed
FX-004445,pi_7688687aaf200976a96f9cc5,WRK-000405,2025-01-06,13.53,EUR,507.31,TRY,37.4952,TR,completed
FX-004446,pi_a4d4a42a6f5267e7b93ac7bd,WRK-000405,2025-02-18,26.29,EUR,1061.54,TRY,40.378,TR,completed
FX-004447,pi_9e1fa7c7c2756a9a5458411e,WRK-000405,2025-02-24,25.45,EUR,996.46,TRY,39.1537,TR,completed
FX-004448,pi_2a59af31b88ffc7d63e96fcc,WRK-000405,2025-03-18,17.02,EUR,648.62,TRY,38.1091,TR,completed
FX-004449,pi_4142db73848ca91e171b86a4,WRK-000405,2025-03-08,21.03,EUR,821.68,TRY,39.0716,TR,completed
FX-004450,pi_109cb30cbc33e84e8ba63e08,WRK-000405,2025-04-08,27.61,EUR,1061.4,TRY,38.4426,TR,completed
FX-004451,pi_33f66e162ed0a92b4acaf2d3,WRK-000405,2025-04-03,26.52,EUR,1039.13,TRY,39.1827,TR,completed
FX-004452,pi_0f8f5639b0d8954a983c1ca0,WRK-000405,2025-05-15,31.27,EUR,1201.56,TRY,38.4253,TR,completed
FX-004453,pi_c4ab230f6d10aad892c85924,WRK-000405,2025-05-12,22.98,EUR,906.77,TRY,39.4592,TR,completed
FX-004454,pi_cfb0c30f31a5a53ba62fdb0a,WRK-000405,2025-07-06,25.36,EUR,973.06,TRY,38.3698,TR,completed
FX-004455,pi_994c42629b24b9c73e12caa2,WRK-000405,2025-09-20,12.97,EUR,485.14,TRY,37.4045,TR,completed
FX-004456,pi_a96d5e2283609eee9a30150b,WRK-000405,2025-09-03,20.84,EUR,797.83,TRY,38.2834,TR,completed
FX-004457,pi_b1cfa42cb6444cc39e31c064,WRK-000405,2025-09-15,15.36,EUR,575.4,TRY,37.461,TR,completed
FX-004458,pi_65e68a1149ebeb0f6ece1ab3,WRK-000405,2025-11-15,14.08,EUR,544.04,TRY,38.6395,TR,completed
FX-004459,pi_705d062611a217561b026dca,WRK-000405,2025-12-15,25.35,EUR,958.85,TRY,37.8243,TR,pending
FX-004460,pi_648156095774f7a273c71d69,WRK-000405,2026-01-26,25.34,EUR,1018.63,TRY,40.1985,TR,completed
FX-004461,pi_8b8239aaf18cf493844133b6,WRK-000408,2024-11-08,22.1,EUR,819.2,TRY,37.0677,TR,completed
FX-004462,pi_ea08f6b1caa609d45aceb6a2,WRK-000408,2024-12-04,40.64,EUR,1631.06,TRY,40.1344,TR,completed
FX-004463,pi_25ea275f55abde715a36d922,WRK-000408,2025-01-09,28.77,EUR,1097.12,TRY,38.1343,TR,completed
FX-004464,pi_85ceeb82beb910885e1c3cf5,WRK-000408,2025-02-24,34.51,EUR,1264.99,TRY,36.6557,TR,completed
FX-004465,pi_d5c5169b30546acc99db43f9,WRK-000408,2025-02-14,35.63,EUR,1350.83,TRY,37.9126,TR,completed
FX-004466,pi_b53d92389687b470bb91f5f6,WRK-000408,2025-03-23,35.79,EUR,1349.19,TRY,37.6973,TR,completed
FX-004467,pi_ce2100f6740122e55e05ef3c,WRK-000408,2025-03-13,17.51,EUR,646.11,TRY,36.8995,TR,completed
FX-004468,pi_333a64c739f695ee61dca642,WRK-000408,2025-04-18,24.97,EUR,1004.94,TRY,40.2459,TR,completed
FX-004469,pi_0b6519928c5dbd4a655684ee,WRK-000408,2025-04-10,36.39,EUR,1354.16,TRY,37.2124,TR,completed
FX-004470,pi_bca2a4874043ddcbdf0c0122,WRK-000408,2025-05-21,21.31,EUR,794.38,TRY,37.2773,TR,completed
FX-004471,pi_b4fc16bc04bd7921bce874e3,WRK-000408,2025-05-09,21.1,EUR,833.36,TRY,39.4957,TR,completed
FX-004472,pi_440ce605f0a8897fdabffccb,WRK-000408,2025-06-03,40.52,EUR,1629.98,TRY,40.2265,TR,completed
